Year,Unemployment Rate: Monthly: Thailand,Producer Price Index: YoY: Monthly: Thailand,Consumer Price Index: YoY: Monthly: Thailand,Equity Market Index: Month End: SET,Consumer Price Index,CPI: Food & Non Alcoholic Beverages (FB),"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food,Non Core CPI: Raw Food and Energy,Non Core CPI: Raw Food and Energy: Raw Food,Non Core CPI: Raw Food and Energy: Energy,Core Consumer Price Index,CPI: TC: Communication and Equipments,MoC: Exports: Custom Basis,MoC: Exports: Custom Basis: USD,Exports: Agricultural Products,Exports: Agro Industrial Products,Exports: Principle Manufacturing Products,Exports: Mineral Products and Fuel,Exports: USD: Agricultural Products,Exports: USD: Agro Industrial Products,Exports: USD: Principle Manufacturing Products,Exports: USD: Mineral Products and Fuel,"Exports: USD: Other, Special Transaction and Articles",Exp: Agricultural Products (AP),Exp: Agro Industrial Products (AIP),Exp: Principle Manufacturing Products (PMP),Exp: Mineral Products & Fuel (MPF),"Exp: Other, Special Transaction & Articles",Exp: USD: Agricultural Products (AP),Exp: USD: Agro Industrial Products (AIP),Exp: USD: Principle Manufacturing Products (PMP),Exp: USD: Mineral Products & Fuel (MPF),"Exp: USD: Other, Special Transaction & Articles",MoC: Imports: Custom Basis,MoC: Trade Balance: Custom Basis,MoC: Imports: Custom Basis: USD,MoC: Trade Balance: Custom Basis: USD,Imports: Fuel Lubricants,Imports: Capital Goods,Imports: Raw Materials and Intermediate Products,Imports: Consumer Goods,Imports: Vehicles and Transport Accessories,"Imports: Arms, Munitions Used in Official Services",Imports: USD: Fuel Lubricants,Imports: USD: Capital Goods,Imports: USD: Raw Materials and Intermediate Products,Imports: USD: Consumer Goods,Imports: USD: Vehicles and Transport Accessories,"Imports: USD: Arms, Munitions Used in Official Services",Imp: Fuel Lubricants (FL),Imp: Capital Goods (CG),Imp: Raw Materials & Intermediate Products (MIP),Imp: Consumer Goods (CSG),Imp: Vehicles & Transport Accessories (VTA),"Imp: Arms, Munitions Used in Official Services (AMO)",Imp: USD: Fuel Lubricants (FL),Imp: USD: Capital Goods (CG),Imp: USD: Raw Materials & Intermediate Products (MIP),Imp: USD: Consumer Goods (CSG),Imp: USD: Vehicles & Transport Accessories (VTA),"Imp: USD: Arms, Munitions Used in Official Services (AMO)",Foreign Reserve: Foreign Exchange,CPI: HF: Shelter: House Rent,Reserve Requirement Ratio: Local Currency Deposits: Thailand,CPI: FB: CH: MF: Meats,CPI: FB: CH: MF: Poultry & Frog,CPI: FB: CH: Fish and Aquatic Animal,CPI: FB: Prepared Food: at Home,CPI: FB: Prepared Food: Food Away From Home,CPI: HP: Medical Care: Drugs & Medical Care (DM),CPI: HP: Medical Care: Services,CPI: TA: Tabacco Products,CPI: TA: Alcohlic Beverages,Core Consumer Price Index: Exclude House Rent,M2: YoY: Monthly: Thailand,Consumer Confidence: Net Balance: Monthly: Thailand
3/1/2019,0.9,0.50403226,1.23845295,1638.65,99.73,98.98,96.87,99.93,97.6,95.72,100.17,99.48,99.83,100.05,99.98,99.94,100,100.12,100.37,99.96,99.86,99.98,100.55,96.06,101.34,99.57,100,100.16,99.78,99.83,99.55,97.89,101.86,99.8,100.01,665310.2117,21507.61828,61414.1939,49254.4222,530191.1314,24450.4642,1985.3491,1592.2577,17139.5963,790.4151,0,61414.1939,49254.4222,530191.1314,24450.4642,0,1985.3491,1592.2577,17139.5963,790.4151,0,608759.9899,56550.22183,19411.55618,2096.062099,102951.1696,161219.2217,231712.9852,73918.3274,38435.9676,522.3185,3282.8084,5140.8043,7388.642,2357.0369,1225.6094,16.6552,102951.1696,161219.2217,231712.9852,73918.3274,38435.9676,522.3185,3282.8084,5140.8043,7388.642,2357.0369,1225.6094,16.6552,203577.48,99.93,1,100.64,99.38,99.55,99.67,99.98,99.7,99.99,100,100,99.77,3.7827431,-19.4
4/1/2019,0.96,0.80160321,1.23294593,1673.52,100.17,99.59,96.78,99.87,97.84,100.45,100.09,99.46,99.88,100.09,100,99.95,100,100.21,100.59,100,99.89,100.03,101.42,97.62,102.43,99.6,100,100.5,99.84,99.86,101,99.23,103.44,99.85,100.01,582941.5229,18554.26227,66629.2809,46030.5059,446080.8997,24200.8364,2120.7224,1465.0905,14198.1686,770.2808,0,66629.2809,46030.5059,446080.8997,24200.8364,0,2120.7224,1465.0905,14198.1686,770.2808,0,633820.0021,-50878.47925,19901.03182,-1346.769556,99959.1595,162959.0949,258163.2462,74248.4404,37588.589,901.4721,3138.5731,5116.68,8105.9527,2331.2937,1180.2274,28.3049,99959.1595,162959.0949,258163.2462,74248.4404,37588.589,901.4721,3138.5731,5116.68,8105.9527,2331.2937,1180.2274,28.3049,201941.1,99.95,1,100.61,99.17,99.51,99.78,99.98,99.76,99.99,100,100,99.82,4.13386996,-20.8
5/1/2019,1.11,0.19860973,1.14572864,1620.22,100.64,100.65,97.32,100.35,98.89,107.83,99.68,99.59,99.82,100.09,99.97,99.95,100,99.94,99.92,100.11,99.94,100.17,101.79,101.39,102.49,99.68,100,100.65,100.02,99.78,102.48,101.78,103.45,99.95,100.01,663253.0852,21005.4405,59773.0433,53865.4787,524395.0567,25219.5064,1893.0317,1705.9372,16607.7617,798.71,0,59773.0433,53865.4787,524395.0567,25219.5064,0,1893.0317,1705.9372,16607.7617,798.71,0,662742.0427,511.042521,20709.26507,296.1754307,123765.815,165336.3538,259123.4332,74916.1421,37880.5764,1719.7222,3867.4158,5166.4059,8097.0506,2340.9685,1183.6866,53.7376,123765.815,165336.3538,259123.4332,74916.1421,37880.5764,1719.7222,3867.4158,5166.4059,8097.0506,2340.9685,1183.6866,53.7376,201298.51,99.95,1,101.41,99.48,99.8,99.78,99.86,99.87,100,100,100.01,99.96,3.79358079,-22.3
6/1/2019,0.94,-0.69513406,0.8650171,1730.34,100.28,100.79,98.17,100.98,100.05,107.05,99.44,99.63,99.84,99.89,99.98,99.96,100,99.85,100.07,99.99,100,99.98,99.93,101.62,99.7,100.31,100.02,100,100.09,99.78,101.03,102.08,99.56,100,100,676650.3442,21403.3676,52696.049,49479.4984,552518.0728,21956.7239,1666.8475,1565.1036,17476.8956,694.5209,0,52696.049,49479.4984,552518.0728,21956.7239,0,1666.8475,1565.1036,17476.8956,694.5209,0,580052.6539,96597.6903,18102.20746,3301.160146,83022.0275,148876.739,243613.3545,66699.365,36407.3893,1433.7785,2590.9406,4646.1258,7602.6537,2081.5451,1136.197,44.7452,83022.0275,148876.739,243613.3545,66699.365,36407.3893,1433.7785,2590.9406,4646.1258,7602.6537,2081.5451,1136.197,44.7452,206621.54,99.95,1,102.17,100.59,100.07,99.79,99.89,100.01,100,100,100.03,100.02,3.30919828,-23.6
7/1/2019,1.14,-0.89463221,0.97614974,1711.97,100.34,100.8,98.53,101.1,100.5,105.57,99.75,99.89,100.03,100.05,99.94,99.98,100,100.14,99.24,99.03,100.04,98.56,100.43,101.66,100.44,100.22,100.05,100.08,99.95,99.99,101.32,101.83,100.61,99.97,100,655824.6039,21233.71768,58576.1643,48416.6725,523487.1677,25344.5994,1896.528,1567.5928,16949.0115,820.5854,0,58576.1643,48416.6725,523487.1677,25344.5994,0,1896.528,1567.5928,16949.0115,820.5854,0,658395.8411,-2571.237139,21022.92104,210.7966367,102113.3108,177809.1559,259257.8166,75955.8272,42638.3363,621.3943,3260.531,5677.5387,8278.2367,2425.309,1361.4642,19.8414,102113.3108,177809.1559,259257.8166,75955.8272,42638.3363,621.3943,3260.531,5677.5387,8278.2367,2425.309,1361.4642,19.8414,209181.28,99.98,1,102.34,100.77,100.14,100.07,100,100.11,100,100,100.11,99.96,3.71325137,-25
8/1/2019,1,-1.4940239,0.52193115,1654.92,100.15,100.49,101.73,100.59,101.47,101.38,99.83,99.6,100.06,100.02,99.98,100.02,100,100,99.46,99.79,100.09,99.68,99.85,101.94,99.53,100.28,100.04,99.95,100.08,100,100.39,101.13,99.36,100.06,100,671670.577,21954.7542,61435.9208,49221.247,541315.3579,19698.0513,2008.143,1608.8845,17693.8607,643.866,0,61435.9208,49221.247,541315.3579,19698.0513,0,2008.143,1608.8845,17693.8607,643.866,0,612905.5371,58765.03996,19750.5039,2204.250306,103268.4735,156841.0729,240347.3793,70944.816,39285.0188,2218.7765,3327.763,5054.1071,7745.0464,2286.1531,1265.9356,71.4987,103268.4735,156841.0729,240347.3793,70944.816,39285.0188,2218.7765,3327.763,5054.1071,7745.0464,2286.1531,1265.9356,71.4987,210467.77,100.02,1,101.19,100.51,100.1,100.23,99.87,100.22,100,100,100.08,100.07,4.52767616,-26.4
9/1/2019,1.02,-1.68650794,0.3202562,1637.22,100.24,100.61,104.19,100.23,101.63,100.44,100.36,99.83,100.18,99.81,100.07,100.05,100,100.02,100.67,100.11,100.15,100.12,99.92,101.88,99.65,100.27,100.04,100.03,100.15,100.16,100.5,101.19,99.5,100.15,100,623787.1413,20408.5438,48390.0146,48800.4657,504871.9434,21724.7175,1583.1839,1596.6127,16517.9762,710.7711,0,48390.0146,48800.4657,504871.9434,21724.7175,0,1583.1839,1596.6127,16517.9762,710.7711,0,593058.8522,30728.28906,19128.15405,1280.38975,82384.8187,158997.9124,239344.7422,72209.1601,39476.2721,645.9466,2657.1891,5128.2205,7719.6775,2328.9897,1273.2433,20.834,82384.8187,158997.9124,239344.7422,72209.1601,39476.2721,645.9466,2657.1891,5128.2205,7719.6775,2328.9897,1273.2433,20.834,211076.37,100.05,1,100.05,100.44,100.32,100.22,100.12,100.36,100,100,100.08,100.18,4.70747975,-27.8
10/1/2019,0.95,-2.37623762,0.110022,1601.49,100.09,100.51,104.42,99.4,101.76,100.37,99.97,100.67,100.19,99.81,100.07,100.08,100,99.87,100.29,100.38,100.18,100.5,99.4,101.91,98.86,100.27,99.96,99.85,100.18,100.21,99.85,100.89,98.41,100.19,99.99,628698.9506,20770.32189,51150.2703,53272.2329,501836.7314,22439.716,1689.851,1759.9543,16579.1758,741.3407,0,51150.2703,53272.2329,501836.7314,22439.716,0,1689.851,1759.9543,16579.1758,741.3407,0,620986.0433,7712.90732,20226.76779,543.5541006,79643.5818,174916.5317,243986.74,78017.752,43302.5174,1118.9204,2594.1521,5697.3842,7947.1402,2541.1955,1410.4503,36.4455,79643.5818,174916.5317,243986.74,78017.752,43302.5174,1118.9204,2594.1521,5697.3842,7947.1402,2541.1955,1410.4503,36.4455,213097.02,100.08,1,98.19,100.24,100.13,100.25,100.12,100.42,100.02,100,99.92,100.21,4.38414831,-29.3
11/1/2019,1.12,-1.7982018,0.20048115,1590.59,99.96,100.15,104.54,99.22,101.49,97.05,100.36,101.53,100.25,100.12,100.04,100.09,100,100.08,99.63,100.13,100.19,100.13,99.48,101.94,98.97,100.28,99.94,99.86,100.15,100.36,99.31,99.86,98.55,100.21,99.98,589746.0955,19648.96816,50802.4462,48726.4709,470692.8524,19524.326,1692.6193,1623.4527,15682.391,650.5051,0,50802.4462,48726.4709,470692.8524,19524.326,0,1692.6193,1623.4527,15682.391,650.5051,0,580844.5884,8901.507043,19069.21873,579.7494359,66261.7746,158680.4696,233310.0652,83163.0404,37775.878,1653.3606,2175.3844,5209.5046,7659.6059,2730.2556,1240.188,54.2801,66261.7746,158680.4696,233310.0652,83163.0404,37775.878,1653.3606,2175.3844,5209.5046,7659.6059,2730.2556,1240.188,54.2801,211591.31,100.09,1,97.49,100.27,100.35,100.38,100.13,100.43,100.02,100,99.9,100.24,4.34407414,-30.9
12/1/2019,0.96,-0.10131712,0.87790111,1579.84,99.97,100.02,104.48,99.69,100.8,95.66,100.25,101.41,100.27,100.06,100.04,100.1,100.01,99.98,99.64,100.5,100.19,100.68,99.6,101.91,99.17,100.29,99.92,99.95,100.19,100.36,99.27,99.57,98.84,100.24,99.98,574169.3433,19178.99828,49742.6995,44723.886,454820.0913,24882.6665,1661.5571,1493.9135,15192.3711,831.1566,0,49742.6995,44723.886,454820.0913,24882.6665,0,1661.5571,1493.9135,15192.3711,831.1566,0,560536.5485,13632.79475,18451.0839,727.9143824,93959.8489,148022.8767,204018.3154,76746.2426,33672.3327,4116.9323,3092.86,4872.4432,6715.6353,2526.2427,1108.3863,135.5163,93959.8489,148022.8767,204018.3154,76746.2426,33672.3327,4116.9323,3092.86,4872.4432,6715.6353,2526.2427,1108.3863,135.5163,214573.24,100.11,1,98.4,100.44,100.55,100.38,100.15,100.44,100.02,100,99.85,100.27,3.63689699,-31.7
1/1/2020,1.07,0.91370558,1.0597497,1514.14,100.13,100.43,104.45,102.1,100.41,95.18,101.07,101.43,100.3,100.06,100.1,100.15,100.01,99.79,100.07,100.28,100.21,100.35,99.63,101.66,99.23,100.33,99.98,99.96,100.19,100.45,99.78,100.39,98.91,100.26,99.98,588919.9918,19673.35758,48794.6141,41939.4004,473495.8218,24690.1555,1630.0243,1401.0202,15817.5181,824.795,0,48794.6141,41939.4004,473495.8218,24690.1555,0,1630.0243,1401.0202,15817.5181,824.795,0,638351.9413,-49431.94945,21011.6205,-1338.26292,106350.1014,171603.9755,235203.2522,84819.4409,38301.6958,2073.4755,3500.558,5648.4165,7741.8132,2791.8673,1260.7163,68.2493,106350.1014,171603.9755,235203.2522,84819.4409,38301.6958,2073.4755,3500.558,5648.4165,7741.8132,2791.8673,1260.7163,68.2493,220203.95,100.16,1,104.31,101.01,100.59,100.38,100.21,100.47,100.02,100,99.97,100.29,3.77931055,-32.7
2/1/2020,1.09,0.4048583,0.73499799,1340.52,100.05,100.8,104.09,102.4,99.98,96.72,102.39,101.67,100.49,100.09,100.17,100.23,100,100.25,100.23,100.31,100.23,100.39,98.71,101.6,97.88,100.09,100,99.63,100.2,100.74,99.24,100.85,97.01,100.35,99.97,626775.5278,20789.88486,47978.9026,45412.4457,510828.1715,22556.008,1591.4403,1506.312,16943.959,748.1735,0,47978.9026,45412.4457,510828.1715,22556.008,0,1591.4403,1506.312,16943.959,748.1735,0,506926.8396,119848.6882,16575.87876,4214.006101,78064.2357,120700.9389,195089.8339,57891.1575,30559.6285,24621.045,2552.6037,3946.771,6379.1955,1892.969,999.2619,805.0776,78064.2357,120700.9389,195089.8339,57891.1575,30559.6285,24621.045,2552.6037,3946.771,6379.1955,1892.969,999.2619,805.0776,219384.97,100.25,1,104.98,100.86,100.77,100.51,100.46,100.53,100.02,100,100.01,100.39,3.26020058,-35.2
3/1/2020,1.03,-1.70511535,-0.54146195,1125.86,99.19,100.55,104.31,101.71,100.07,95.6,102.93,101.76,100.41,100.14,100.07,100.23,99.83,99.25,99.43,100.32,100.27,100.4,95.59,101.54,93.25,100.04,100.02,98.42,100.18,100.73,96.2,100.3,90.51,100.33,99.97,692043.5913,22362.29125,57842.9973,52197.1276,562672.1183,19331.3481,1869.1047,1686.6674,18181.8573,624.6619,0,57842.9973,52197.1276,562672.1183,19331.3481,0,1869.1047,1686.6674,18181.8573,624.6619,0,646156.7643,45886.82699,20591.35641,1770.934838,104783.9287,152488.3058,259883.482,70356.4257,37460.5058,21184.1163,3339.1947,4859.4106,8281.8191,2242.0786,1193.7701,675.0834,104783.9287,152488.3058,259883.482,70356.4257,37460.5058,21184.1163,3339.1947,4859.4106,8281.8191,2242.0786,1193.7701,675.0834,216474.49,100.25,1,103.51,100.57,100.61,100.43,100.39,100.62,100.02,100,100.04,100.36,7.73945646,-49.7
7/1/2020,2.15,-2.40722166,-0.97667929,1328.53,99.36,101.35,103.63,102.61,99.95,100.23,103.17,101.52,100.67,100.01,99.88,100.17,99.05,99.8,99.74,100.19,100.43,100.16,95.29,101.98,92.74,100.01,100.03,98.21,100.12,100.95,96.73,101.86,89.63,100.36,99.96,580105.2934,18834.09825,49398.7573,45867.4498,468781.5431,16057.5431,1603.8141,1489.1642,15219.7847,521.3353,0,49398.7573,45867.4498,468781.5431,16057.5431,0,1603.8141,1489.1642,15219.7847,521.3353,0,480766.7435,99338.54985,15394.78256,3439.31569,60804.109,132832.5599,196627.0896,68363.4734,21348.3219,791.1898,1947.0274,4253.473,6296.2577,2189.0882,683.6013,25.3349,60804.109,132832.5599,196627.0896,68363.4734,21348.3219,791.1898,1947.0274,4253.473,6296.2577,2189.0882,683.6013,25.3349,238090.8,100.17,1,106.99,99.55,100.02,100.63,100.71,100.97,100.02,100,100.08,100.41,11.42127908,-49.9
8/1/2020,1.86,-1.01112235,-0.49925112,1310.66,99.65,102.12,103.25,103.73,101.42,104.38,102.91,101.55,100.73,99.98,99.86,100.19,99.05,99.67,99.1,100.1,100.46,100.02,95.36,101.92,92.84,100.06,100.04,98.22,100.11,100.98,97.77,103.59,89.72,100.36,99.96,634043.53,20174.92848,50967.3403,47817.1771,520495.9755,14763.0372,1621.7537,1521.5172,16561.9056,469.752,0,50967.3403,47817.1771,520495.9755,14763.0372,0,1621.7537,1521.5172,16561.9056,469.752,0,499495.5949,134547.9351,15678.1723,4496.75618,64183.988,143745.3051,195833.2975,67233.6453,26356.5333,2142.8257,2014.6076,4511.879,6146.8173,2110.3303,827.2791,67.259,64183.988,143745.3051,195833.2975,67233.6453,26356.5333,2142.8257,2014.6076,4511.879,6146.8173,2110.3303,827.2791,67.259,242261.76,100.19,1,109.17,100.71,100.16,100.71,100.74,101.06,100.02,100,100.08,100.41,10.59493249,-49
9/1/2020,1.79,-1.31180626,-0.69832402,1237.04,99.54,102.04,103.21,103.62,101.34,103.92,102.61,101.53,100.77,99.98,99.88,100.2,98.97,99.26,99.71,100.35,100.52,100.37,94.93,101.95,92.21,100.06,100.02,98.09,100.16,100.98,97.28,103.4,88.8,100.4,99.96,611378.687,19670.87576,54074.9086,47880.0507,494734.1529,14689.5748,1739.8395,1540.5223,15917.8824,472.6315,0,54074.9086,47880.0507,494734.1529,14689.5748,0,1739.8395,1540.5223,15917.8824,472.6315,0,542310.2116,69068.47542,17210.02344,2460.852327,74947.2603,150728.5116,212593.206,64762.251,30840.9131,8438.0696,2378.4249,4783.3162,6746.5705,2055.2072,978.7255,267.7792,74947.2603,150728.5116,212593.206,64762.251,30840.9131,8438.0696,2378.4249,4783.3162,6746.5705,2055.2072,978.7255,267.7792,239161.61,100.2,1,109.15,99.91,100.26,100.73,100.79,101.15,100.07,100,100.06,100.45,9.77860526,-49.8
10/1/2020,2.09,-0.60851927,-0.4995504,1194.95,99.59,102.09,102.59,102.91,100.54,106.09,102.51,101.62,100.75,100.02,99.86,100.2,99.05,99.12,99.11,100.3,100.61,100.28,95.1,101.9,92.47,100.03,100.02,98.15,100.15,100.97,97.49,103.53,89.13,100.38,99.96,600341.4489,19376.85425,50626.7741,46814.9655,489827.2008,13072.5086,1634.0495,1511.018,15809.8534,421.9334,0,50626.7741,46814.9655,489827.2008,13072.5086,0,1634.0495,1511.018,15809.8534,421.9334,0,538976.5504,61364.89855,17163.87437,2212.979874,63052.0061,149754.2188,229123.4771,62860.0383,33183.5341,1003.276,2007.9106,4768.9693,7296.5078,2001.7973,1056.7399,31.9496,63052.0061,149754.2188,229123.4771,62860.0383,33183.5341,1003.276,2007.9106,4768.9693,7296.5078,2001.7973,1056.7399,31.9496,236564.7,100.2,1,109.2,96,100.22,100.69,100.8,101.32,100.08,100,100.06,100.43,9.33937822,-49.1
11/1/2020,2,-0.508647,-0.41016407,1408.31,99.55,101.86,101,103.04,101.67,104.56,102.83,101.68,100.77,99.94,99.89,100.2,99.06,99.44,99.6,100.17,100.69,100.06,95.32,101.94,92.78,100.04,100.02,98.22,100.14,101.01,97.35,102.94,89.58,100.39,99.96,586751.2669,18959.81423,56000.3387,44140.3825,472194.5729,14415.9728,1809.5504,1426.3172,15258.1202,465.8263,0,56000.3387,44140.3825,472194.5729,14415.9728,0,1809.5504,1426.3172,15258.1202,465.8263,0,589346.2986,-2595.03163,18783.7063,176.1079295,58560.0823,159423.9546,254485.3725,79074.6277,35675.5575,2126.704,1866.433,5081.1768,8110.9842,2520.2747,1137.0551,67.7825,58560.0823,159423.9546,254485.3725,79074.6277,35675.5575,2126.704,1866.433,5081.1768,8110.9842,2520.2747,1137.0551,67.7825,242016.9,100.2,1,107.78,99.82,100.19,100.69,100.83,101.5,100.1,100,100.06,100.44,10.03921597,-47.6
12/1/2020,1.49,-0.50709939,-0.27008102,1449.35,99.7,101.4,100.42,102.61,101.16,101.81,103.54,101.45,100.8,99.89,99.92,100.21,99.06,99.39,99.96,100.44,100.71,100.45,96.54,101.88,94.62,100.03,100.02,98.71,100.18,101.08,97.75,101.81,92.14,100.44,99.96,602588.4751,20075.57553,55262.3548,41449.6312,486326.3995,19550.0896,1841.0966,1380.9179,16202.2388,651.3223,0,55262.3548,41449.6312,486326.3995,19550.0896,0,1841.0966,1380.9179,16202.2388,651.3223,0,577197.3547,25391.12044,18958.13081,1117.444718,73011.28,161530.0949,227296.2291,78572.2011,35914.0987,873.4508,2398.0661,5305.4794,7465.5776,2580.7153,1179.6038,28.6886,73011.28,161530.0949,227296.2291,78572.2011,35914.0987,873.4508,2398.0661,5305.4794,7465.5776,2580.7153,1179.6038,28.6886,246033.56,100.21,1,106.27,99.87,100.52,100.76,100.83,101.53,100.11,100,100.05,100.5,10.15991547,-49.9
1/1/2022,1.9,8.70445344,3.22677623,1648.81,103.01,103.42,92.63,114.18,103.06,96.38,110.79,101.5,102.1,99.66,100.53,100.18,101.59,99.01,100.41,100.78,101.55,100.66,107.01,102.55,110.25,99.08,101.75,102.91,100.2,102.89,106.65,104.03,112.23,100.99,99.88,707340.0953,21229.4589,61912.054,54716.2547,565711.0066,25000.78,1858.1718,1642.2036,16978.7329,750.3506,0,61912.054,54716.2547,565711.0066,25000.78,0,1858.1718,1642.2036,16978.7329,750.3506,0,781589.8267,-74249.73143,23159.79539,-1930.336483,95966.6896,199467.4966,344452.1802,101030.8919,30490.6884,10181.88,2843.6513,5910.5508,10206.6861,2993.7119,903.4894,301.7059,95966.6896,199467.4966,344452.1802,101030.8919,30490.6884,10181.88,2843.6513,5910.5508,10206.6861,2993.7119,903.4894,301.7059,221753.43,100.13,1,133.13,102.84,101.38,102.16,101.98,103.32,100.33,104.34,100.11,101.22,5.12432853,-55.2
2/1/2022,1.4,9.36555891,5.27912621,1685.18,104.1,104.9,93.81,112.29,103.54,94.95,114.71,102.48,106.51,99.68,100.6,100.21,101.59,99.41,101.03,100.79,101.61,100.66,109.07,102.55,113.32,99.16,101.76,103.72,100.24,106.87,107.47,103.11,115.95,102.2,99.87,771303.6525,23497.87514,60884.0912,62917.5313,616426.9636,31075.0664,1854.8425,1916.7915,18779.5348,946.7063,0,60884.0912,62917.5313,616426.9636,31075.0664,0,1854.8425,1916.7915,18779.5348,946.7063,0,772306.2656,-1002.61307,23230.26032,267.614813,152062.3426,174605.2744,319866.1091,81903.475,30675.1589,13193.9057,4573.895,5251.9656,9621.2776,2463.581,922.6805,396.8605,152062.3426,174605.2744,319866.1091,81903.475,30675.1589,13193.9057,4573.895,5251.9656,9621.2776,2463.581,922.6805,396.8605,223157.26,100.14,1,127.23,104.04,101.96,106.63,106.34,103.45,100.34,104.34,100.12,102.76,5.42848825,-56.7
3/1/2022,1.2,11.44278607,5.73100595,1695.24,104.79,104.86,93.4,109.44,105.2,96.68,115.41,103.05,107.16,99.66,100.64,100.21,101.62,99.54,101.47,100.8,101.65,100.66,112.16,103.43,117.87,99.14,102.21,104.92,100.3,107.51,109.11,102.42,121.48,102.43,99.87,922955.2419,28879.71444,69268.3458,69989.4138,755228.5431,28468.9393,2167.4399,2190.0025,23631.4652,890.8068,0,69268.3458,69989.4138,755228.5431,28468.9393,0,2167.4399,2190.0025,23631.4652,890.8068,0,868325.8696,54629.37224,26813.00837,2066.706068,193561.9832,194150.0622,337386.49,95429.5952,36838.3477,10959.3912,5976.9946,5995.1539,10418.1473,2946.7676,1137.5302,338.4147,193561.9832,194150.0622,337386.49,95429.5952,36838.3477,10959.3912,5976.9946,5995.1539,10418.1473,2946.7676,1137.5302,338.4147,220381.05,100.13,1,119.53,105.37,101.92,107.1,107.21,103.48,100.38,104.34,100.85,103.06,6.27458873,-58
4/1/2022,1.3,12.75964392,4.64769108,1667.44,105.15,105.9,93.37,110.73,108.03,99.96,116.54,103.26,107.41,99.7,100.77,100.21,101.98,99.27,102.09,101.12,101.67,101.09,111.67,103.62,117.12,99.12,102.24,104.82,100.36,107.86,109.89,104.13,120.73,102.57,99.88,782696.3687,23537.97064,83392.3666,64841.9599,597260.7821,37201.2602,2507.8525,1949.9875,17961.3798,1118.7508,0,83392.3666,64841.9599,597260.7821,37201.2602,0,2507.8525,1949.9875,17961.3798,1118.7508,0,841976.0292,-59279.66055,25005.82187,-1467.851224,180134.5429,194031.0563,340138.1798,87908.0936,29907.2674,9856.8892,5349.8106,5762.5228,10101.754,2610.7799,888.2151,292.7395,180134.5429,194031.0563,340138.1798,87908.0936,29907.2674,9856.8892,5349.8106,5762.5228,10101.754,2610.7799,888.2151,292.7395,206993.69,100.13,1,122.83,105.48,101.81,107.48,107.3,103.5,100.4,104.34,100.91,103.25,5.99761082,-59.3
5/1/2022,1.6,13.28740157,7.10195881,1663.41,106.62,107,94.11,114.24,108.91,100.12,118,103.62,107.62,99.76,101.55,100.23,105.12,99.5,102.56,101.38,101.67,101.44,115.28,103.76,122.51,99.36,102.24,106.54,100.45,108.21,113.97,105.93,128.65,102.74,99.87,854937.5076,25525.85638,106098.7989,71869.9862,627178.4444,49790.278,3167.7903,2145.8211,18725.6574,1486.5876,0,106098.7989,71869.9862,627178.4444,49790.278,0,3167.7903,2145.8211,18725.6574,1486.5876,0,917405.1528,-62467.64517,27044.62759,-1518.771213,178538.1155,186545.0082,412654.1375,95972.9915,32785.365,10909.5351,5263.2109,5499.25,12164.8297,2829.234,966.4955,321.6074,178538.1155,186545.0082,412654.1375,95972.9915,32785.365,10909.5351,5263.2109,5499.25,12164.8297,2829.234,966.4955,321.6074,208847.97,100.13,1,130.11,107,102.63,107.82,107.34,103.5,100.4,104.34,100.91,103.47,5.81427786,-59.8
6/1/2022,1.4,13.80999021,7.65535875,1568.33,107.58,107.62,94.62,116.38,106.86,99.87,119.32,103.83,108.03,99.8,101.69,100.3,105.49,99.51,102.54,101.44,101.75,101.49,118.09,104.88,126.61,100.1,102.28,107.72,100.6,108.71,116.36,106.69,133.77,102.99,99.87,906213.6931,26521.67162,94698.2624,74841.5984,691958.0838,44715.7485,2771.4834,2190.349,20251.1673,1308.6719,0,94698.2624,74841.5984,691958.0838,44715.7485,0,2771.4834,2190.349,20251.1673,1308.6719,0,954795.5142,-48581.82109,27600.03221,-1078.360587,208452.1753,206033.4348,402240.4538,90518.8978,36502.5797,11047.9729,6025.6743,5955.7563,11627.463,2616.6069,1055.1708,319.361,208452.1753,206033.4348,402240.4538,90518.8978,36502.5797,11047.9729,6025.6743,5955.7563,11627.463,2616.6069,1055.1708,319.361,201438.46,100.14,1,134.02,108.85,103.27,108.34,107.61,103.64,100.43,104.34,100.98,103.78,6.2816333,-58.4
