Date,ConsumerPriceIndex,Production: Southern: Palm Oil: Crude,Motor Vehicle Production: Passenger Car: 2001 to 2500 cc,Motor Vehicle Production: Passenger Car: Total,Motor Vehicle Production: Passenger Car: Less than 1500 cc,Motor Vehicle Production: Passenger Car: 1501 to 1800 cc,Motor Vehicle Production: Passenger Car: 1801 to 2000 cc,Motor Vehicle Production: Passenger Car: 2000 cc and Above,"Motor Vehicle Production: Total, excludes Motorcycle",Motor Vehicle Production: Truck: 10 Tons and Above,Motor Vehicle Production: Truck: 5 to 10 Tons,Motor Vehicle Production: Truck: Less Than 5 Tons,Motor Vehicle Production: Truck: Pick Up: Above 1 Ton,Motor Vehicle Production: Truck: Total,Govt Revenue: Gross: Customs Dept: Others,Govt Revenue: Gross: Excise Dept: Others Tax (OT),Govt Revenue: Gross: Excise Dept: OT: Perfume,Govt Revenue: Gross: Excise Dept: Miscellaneous,Govt Revenue: Gross: Customs Dept: Import Duties,Govt Revenue: Gross: Customs Dept: Export Duties,Govt Revenue: Gross: Total,Govt Revenue: Gross: Revenue Dept,Govt Revenue: Gross: Excise Dept,Govt Revenue: Gross: Customs Dept,Govt Revenue: Gross: Other Sections (OS),Govt Revenue: Gross: OS: Other Government Sections,Govt Revenue: Gross: OS: State Enterprises,Govt Revenue: Gross: Revenue Dept: Personal Income Tax,Govt Revenue: Gross: Revenue Dept: Corporate Income Tax,Govt Revenue: Gross: Revenue Dept: Value Added Tax,Govt Revenue: Gross: Revenue Dept: Specific Sale Tax,Govt Revenue: Gross: Revenue Dept: Stamp Duties,Govt Revenue: Gross: Revenue Dept: Others,Govt Revenue: Gross: Excise Dept: Tobacco Tax,Govt Revenue: Gross: Excise Dept: Petroleum & Pet Production Tax,Govt Revenue: Gross: Excise Dept: Beer Tax,Govt Revenue: Gross: Excise Dept: Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Non Alcoholic Tax,Govt Revenue: Gross: Excise Dept: Automobile Tax,Govt Revenue: Net,Govt Revenue: Net Revenue after VAT Allocation for Local Admin Org,No of New Applicants: Male,No of New Applicants: Female,No of New Applicants: Bangkok,No of New Applicants: Other Regions,No of Job Vacancies: Female,No of Job Vacancies: Non-Specific,No of Job Vacancies: Bangkok,No of Job Vacancies: Other Regions,No of Job Vacancies: Male,No of Job Placement: Bangkok,No of Job Placement: Other Regions,No of Aliens Work Permit: Life Long Permit,No of Aliens Work Permit: Investment Promotion,No of Aliens Work Permit: Temporary,No of Aliens Work Permit: Illegal Immigrant,No of Aliens Work Permit: Bangkok: Investment Promotion,No of Aliens Work Permit: Bangkok: Temporary,No of Aliens Work Permit: Bangkok: Illegal Immigrant,No of Aliens Work Permit: Other Regions: Life Long Permit,No of Aliens Work Permit: Other Regions: Investment Promotion,No of Aliens Work Permit: Other Regions: Temporary,No of Aliens Work Permit: Other Regions: Illegal Immigrant,BOT: No of Registered Applicants,BOT: No of Job Vacancies,BOT: No of Job Placements,BOT: No of Overseas Thai Worker: Others,BOT: No of Overseas Thai Worker: Israel,BOT: No of Overseas Thai Worker: Japan,BOT: No of Overseas Thai Worker: Malaysia,BOT: No of Overseas Thai Worker: Singapore,BOT: No of Overseas Thai Worker: Taiwan,BOT: Inward Remittances,Motor Vehicle Sales: TMT: Passenger Car,Motor Vehicle Sales: TMT: Commercial Vehicle (CV),Motor Vehicle Sales: TMT: CV: One Ton Pickup,"CPI: FB: CH: Rice, Flour & Cereal (RF)",CPI: FB: CH: Meats Poultry & Fish (MF),CPI: FB: CH: Eggs and Dairy Products,CPI: FB: CH: Vegetables and Fruits,CPI: FB: CH: Seasoning and Condiments (SC),CPI: FB: CH: Non Alcoholic Beverages,CPI: FB: Prepared Food,CPI: Apparel & Footwears (CF),CPI: Housing & Furnishing (HF),CPI: HF: Shelter,CPI: HF: Shelter: House Rent,"CPI: HF: Electricity, Fuel, Water Supply",CPI: HF: Textile of House Furnishing,CPI: HF: Cleaning Supplies,CPI: Medical & Personal Care (HP),CPI: HP: Medical Care,CPI: HP: Personal Care Expenses,CPI: Transport & Communication (TC),CPI: TC: Public Transportation Services,CPI: TC: Vehicles & Vehicle Operation,CPI: TC: Communication and Equipments,"CPI: Recreation, Reading, Education and Religion (RR)",CPI: Tobacco & Alcoholic Beverages (TA),CPI: Non Food & Beverages (NFB),CPI: NFB: Exclude Food and Energy,CPI: NFB: Food Exclude Raw Food
05/2014,98.49,237217.62,1454.00,56640.00,41129.00,8288.00,4886.00,1664.00,148011.00,886.00,67.00,339.33,28437.00,91357.00,101.60,88.94,21.71,44.60,9323.12,24.04,324814.73,252500.76,30134.27,9448.75,32730.96,17172.22,15242.00,24556.86,99442.33,58778.98,4281.23,932.39,31.19,5396.74,5139.54,5485.18,5180.98,1523.73,6865.90,286742.04,278679.93,19263.00,26679.00,8779.00,37163.00,2599.00,19946.00,5236.00,22172.00,4863.00,5465.00,21791.00,983.00,35386.00,89925.00,19249.00,22690.00,49300.00,1992.00,973.00,12696.00,40625.00,17257.00,45942.00,27408.00,27256.00,4580.00,935.00,730.00,359.00,964.00,3224.00,10120.00,29330.00,40351.00,32963.00,94,96,102,96,96,96,95,99,99,96,96,106,101,100,97,96,97,106,94,112,100,97,82,101,97,95
06/2014,98.89,198461.76,1589.00,58830.00,41667.00,9899.00,4840.00,1683.00,159872.00,886.00,73.00,43.00,33514.00,101001.00,165.87,80.97,14.74,23.80,9343.69,23.70,231259.39,180338.66,28003.12,9533.25,13384.35,9024.37,4163.38,23623.26,78322.42,57491.23,4482.13,963.66,36.10,5435.64,4756.96,5140.37,4509.72,1394.82,6250.41,200848.09,193392.29,22173.00,30264.00,9543.00,42894.00,2835.00,32215.00,8098.00,32849.00,5897.00,8512.00,29321.00,983.00,35771.00,90822.00,20107.00,22900.00,49252.00,1971.00,973.00,12871.00,41570.00,18136.00,52437.00,40947.00,37833.00,4777.00,823.00,612.00,208.00,730.00,3602.00,9773.00,32934.00,40865.00,33659.00,94,97,102,93,96,96,95,99,99,96,96,106,101,100,97,96,97,106,94,112,100,97,82,101,97,95
07/2014,98.78,174780.56,1621.00,58666.00,41134.00,9755.00,5111.00,1664.00,151339.00,925.00,288.00,503.00,28583.00,92611.00,702.91,82.55,17.71,38.76,9800.08,22.56,163799.44,110034.89,27768.46,10525.55,15470.54,6146.62,9180.31,21450.49,21952.96,59482.37,4552.93,988.91,32.90,4419.89,5559.61,5092.87,4317.54,1235.57,6541.95,137838.49,129553.03,18381.00,23509.00,8431.00,33459.00,3345.00,29053.00,6974.00,30977.00,5553.00,6895.00,28474.00,983.00,35619.00,91501.00,20991.00,22966.00,49760.00,1905.00,973.00,12653.00,41741.00,19086.00,41890.00,37951.00,35369.00,8977.00,1214.00,500.00,208.00,559.00,3023.00,9567.00,29677.00,39850.00,32899.00,94,97,102,90,97,96,95,99,99,97,96,106,101,100,97,96,97,106,94,112,100,97,82,101,97,95
08/2014,98.70,142937.73,1519.00,54177.00,37072.00,10131.00,4553.00,1554.00,140797.00,801.00,320.00,387.00,30731.00,86599.00,192.53,94.41,20.34,32.42,9367.29,23.21,235455.64,175682.87,28025.52,9583.03,22164.22,18672.26,3335.88,20049.80,82924.49,60499.04,4173.26,917.94,30.33,4653.35,5380.05,4953.50,4944.21,1318.66,6212.54,211724.38,205056.07,16025.00,20439.00,7289.00,29175.00,2665.00,33671.00,5705.00,35445.00,4814.00,6338.00,38042.00,983.00,35906.00,91879.00,20776.00,23249.00,49981.00,1795.00,973.00,12657.00,41898.00,18981.00,36464.00,41150.00,44380.00,4171.00,824.00,721.00,214.00,576.00,3102.00,9489.00,29990.00,38845.00,31832.00,94,97,103,89,97,96,95,99,99,97,97,106,101,100,97,96,98,106,94,111,100,97,82,101,97,95
09/2014,98.62,129878.19,1392.00,64337.00,47509.00,8885.00,5428.00,1428.00,164299.00,1060.00,316.00,419.00,32929.00,99875.00,497.56,99.26,22.49,38.86,10251.77,47.27,247498.75,194245.32,30362.57,10796.60,12094.27,7204.49,4717.50,21038.43,106499.75,59048.52,4863.92,1113.27,31.95,5243.50,6098.59,5332.58,5045.14,1347.81,6709.08,223161.05,190906.99,17103.00,21123.00,7763.00,30463.00,3724.00,42442.00,9577.00,42174.00,5585.00,10042.00,43144.00,983.00,36191.00,94840.00,20291.00,23535.00,51069.00,1821.00,973.00,12656.00,43771.00,18470.00,38226.00,51751.00,53186.00,3679.00,661.00,751.00,216.00,428.00,3494.00,9452.00,30313.00,38824.00,32279.00,94,96,103,91,97,96,95,99,99,97,97,106,101,100,98,96,98,105,94,109,100,97,82,100,97,95
10/2014,98.45,127726.09,1248.00,65518.00,49140.00,8451.00,5774.00,1315.00,159760.00,1665.00,305.00,330.00,28345.00,94211.00,197.91,104.94,23.79,67.81,10083.74,21.67,201815.30,111837.88,33934.56,10303.32,45739.54,8613.95,36963.42,21260.48,23367.54,61214.32,4717.54,1231.38,30.43,7272.19,5852.34,6721.30,5099.46,1595.69,6754.50,173703.54,173703.54,15908.00,18609.00,7233.00,27284.00,2597.00,21787.00,7575.00,21160.00,4351.00,5510.00,18173.00,983.00,36549.00,95695.00,37118.00,23882.00,51692.00,3254.00,973.00,12667.00,44003.00,33864.00,34517.00,28735.00,23683.00,3572.00,303.00,478.00,208.00,432.00,3025.00,9459.00,30159.00,40691.00,34220.00,94,96,101,92,97,96,95,99,99,97,97,106,101,101,98,96,98,104,94,108,100,97,82,100,97,95
11/2014,98.35,90218.70,2928.00,64869.00,45184.00,10412.00,4255.00,4016.00,158038.00,1931.00,265.00,691.00,32008.00,93108.00,145.97,98.93,22.12,77.90,9562.32,19.47,186076.29,119200.89,32589.12,9727.76,24558.52,19005.72,5200.33,20864.39,34179.77,58009.72,4344.21,1108.05,26.09,5569.70,5130.38,7039.99,5803.42,1450.52,6930.88,161635.91,161635.91,17208.00,20236.00,7285.00,30159.00,3430.00,29612.00,8351.00,30583.00,5892.00,6484.00,26447.00,983.00,36913.00,99531.00,21938.00,24120.00,52900.00,2021.00,973.00,12793.00,46631.00,19917.00,37444.00,38934.00,32931.00,4485.00,913.00,672.00,298.00,493.00,3228.00,9372.00,29242.00,43826.00,35644.00,94,96,101,93,97,96,95,99,99,97,97,106,102,101,98,96,98,103,94,107,100,97,82,100,97,95
12/2014,98.24,62830.20,2312.00,63533.00,43390.00,13068.00,3732.00,2386.00,153669.00,1714.00,362.00,695.00,30078.00,90114.00,170.26,111.20,23.11,145.58,10103.86,21.32,195871.69,118500.02,35689.83,10295.44,31386.40,25007.12,4592.13,19640.98,32464.25,58932.01,5440.92,1432.18,27.74,5643.76,7553.83,7706.80,5061.63,1711.02,7264.39,172113.04,172113.04,14665.00,17835.00,6540.00,25960.00,2803.00,25706.00,6097.00,27410.00,4998.00,6342.00,23741.00,983.00,37287.00,100943.00,22992.00,24235.00,53355.00,2043.00,973.00,13052.00,47588.00,20949.00,32500.00,33507.00,30083.00,4372.00,921.00,542.00,222.00,502.00,2943.00,9249.00,36738.00,52766.00,41931.00,94,96,100,91,97,96,95,99,100,97,97,106,102,101,98,96,98,101,95,103,100,97,82,99,98,96
01/2015,97.74,60449.70,2185.00,65890.00,46596.00,12767.00,3654.00,2217.00,167165.00,1681.00,389.00,507.00,32411.00,100477.00,141.73,123.91,21.22,99.51,9533.38,17.37,189928.98,126301.77,39967.48,9692.48,13967.25,7012.67,6679.80,34931.34,22945.04,62976.57,4352.04,1057.97,26.30,5211.11,11237.29,6426.66,7337.48,1177.74,7907.59,168602.90,160614.07,16689.00,21765.00,7153.00,31301.00,2695.00,25583.00,6018.00,28064.00,5804.00,5738.00,23940.00,983.00,36888.00,101507.00,23617.00,24052.00,53543.00,2055.00,973.00,12836.00,47964.00,21562.00,38454.00,34082.00,29678.00,4354.00,515.00,619.00,299.00,709.00,2615.00,9020.00,23405.00,36316.00,28738.00,94,95,99,90,97,96,96,99,99,98,98,104,102,101,98,96,98,99,95,99,100,97,82,98,98,96
02/2015,97.17,93956.94,3247.00,71478.00,52991.00,11742.00,2652.00,3257.00,179158.00,1385.00,376.00,783.00,42158.00,106833.00,314.01,139.08,24.34,54.37,8852.20,37.11,181329.63,111216.31,37960.88,9203.32,22949.13,15791.75,6423.43,23755.86,21418.82,54723.48,3823.06,998.84,30.94,5901.53,10375.66,7148.71,6749.05,1252.96,5878.48,157339.74,149635.34,19768.00,26873.00,9528.00,37113.00,4082.00,31664.00,8709.00,33821.00,6784.00,7891.00,27454.00,983.00,37685.00,103493.00,24571.00,24680.00,53949.00,2103.00,973.00,13005.00,49544.00,22468.00,46641.00,42530.00,35345.00,3733.00,221.00,540.00,305.00,678.00,2890.00,8746.00,25425.00,38524.00,28198.00,94,95,99,90,98,96,96,99,100,98,98,104,102,101,98,97,98,99,95,100,100,97,82,99,98,96
03/2015,97.28,169545.76,3668.00,70376.00,50799.00,11276.00,3327.00,3846.00,178217.00,1444.00,398.00,651.00,38106.00,106900.00,483.85,121.81,23.88,51.48,9260.84,19.60,199665.57,123389.40,43477.68,9764.29,23034.20,15280.24,7450.32,35620.70,20888.40,61035.71,4662.85,1145.69,35.88,6226.57,12488.51,9284.82,6724.63,1789.92,6279.03,167772.10,159685.59,19346.00,26048.00,9730.00,35664.00,3444.00,29144.00,7367.00,30736.00,5515.00,7332.00,26647.00,983.00,37950.00,102853.00,25558.00,24979.00,53829.00,2014.00,973.00,12971.00,49024.00,23544.00,45394.00,38103.00,33979.00,3627.00,448.00,570.00,335.00,652.00,2466.00,8318.00,30140.00,43977.00,33409.00,94,95,98,92,98,96,95,99,100,98,98,104,102,101,98,97,98,100,95,101,100,97,82,99,98,95
04/2015,97.45,209645.96,2126.00,53391.00,38136.00,9695.00,2495.00,2132.00,123968.00,1121.00,283.00,441.00,25241.00,69899.00,183.56,115.87,19.77,43.91,9325.31,16.82,207360.98,117807.97,39682.13,9525.69,40345.19,6607.60,33457.00,29637.36,21803.56,60816.00,4411.23,1094.58,36.76,3211.11,13812.48,7213.79,4604.70,1816.58,8359.81,180603.14,171117.84,19035.00,26002.00,8447.00,36590.00,2882.00,26653.00,6530.00,27618.00,4613.00,6187.00,25054.00,983.00,38076.00,99907.00,26119.00,25272.00,53457.00,1982.00,973.00,12804.00,46450.00,24137.00,45037.00,34148.00,31241.00,5248.00,362.00,524.00,493.00,1054.00,3255.00,8035.00,23470.00,30588.00,22606.00,94,95,98,95,97,96,96,99,100,98,98,104,102,101,98,97,98,99,95,99,100,97,83,99,98,96
